City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kayerkan,RU,69.3497,87.7602,-4.49,83,79,2.71,broken clouds
347,Autun,FR,46.95,4.3,49.93,99,100,5.82,overcast clouds
348,Sorland,NO,67.667,12.6934,40.15,91,100,9.86,light rain
349,Tilichiki,RU,60.4667,166.1,27.46,85,100,17.67,light snow
350,Uvira,CD,-3.4067,29.1458,72.91,86,100,3.6,light rain
351,Henties Bay,NA,-22.116,14.2845,58.89,83,0,9.53,clear sky
352,Karabash,RU,55.4808,60.2157,42.33,68,100,4.83,overcast clouds
353,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,81,75,10.36,broken clouds
354,Puerto Cabezas,NI,14.0351,-83.3888,77.07,85,14,7.45,few clouds
355,Wanaka,NZ,-44.7,169.15,62.74,52,8,3.53,clear sky
356,Da Nang,VN,16.0678,108.2208,82.38,74,20,5.75,few clouds
357,Havoysund,NO,70.9963,24.6622,34.03,71,100,8.43,light snow
358,Plettenberg Bay,ZA,-34.0527,23.3716,55.72,85,100,9.71,light rain
359,Muisne,EC,0.6,-80.0333,77.72,82,100,6.38,overcast clouds
360,Siruguppa,IN,15.6333,76.9,85.87,37,0,5.46,clear sky
361,Okhotsk,RU,59.3833,143.3,31.51,83,25,12.01,scattered clouds
362,Dondo,MZ,-19.6094,34.7431,70.29,97,16,4.27,few clouds
363,Svetlaya,RU,46.5389,138.3297,47.41,47,100,3.4,overcast clouds
364,Champerico,GT,14.3,-91.9167,83.95,67,7,5.88,clear sky
365,Isangel,VU,-19.55,169.2667,79.45,67,100,18.43,overcast clouds
366,Daru,PG,-9.0763,143.2092,84.96,70,32,1.39,scattered clouds
367,Lata,PT,40.1629,-8.3327,50.07,95,16,1.88,few clouds
368,Coihaique,CL,-45.5752,-72.0662,40.95,81,100,8.05,light rain
369,Gizo,SB,-8.103,156.8419,84.79,67,78,3.71,broken clouds
370,Norman Wells,CA,65.282,-126.8329,41.86,78,89,3.62,overcast clouds
371,Madimba,TZ,-10.4,40.3333,76.14,90,96,3.51,light rain
372,Chipinge,ZW,-20.1883,32.6236,58.1,91,0,2.51,clear sky
373,Gambela,ET,8.25,34.5833,72.81,85,100,3.74,light rain
374,Marsabit,KE,2.3284,37.9899,68.32,75,95,11.3,light rain
375,Svetlogorsk,BY,52.6333,29.7333,47.89,82,100,7.76,overcast clouds
376,Nampa,US,43.5407,-116.5635,65.71,19,0,6.91,clear sky
377,Brae,GB,60.3964,-1.353,45.14,87,25,18.81,scattered clouds
378,Kenai,US,60.5544,-151.2583,53.02,51,100,12.66,overcast clouds
379,Cabedelo,BR,-6.9811,-34.8339,77.67,82,7,9.33,clear sky
380,Pirovskoye,RU,57.6267,92.2658,30.51,88,99,9.19,overcast clouds
381,Samarai,PG,-10.6167,150.6667,84.58,69,79,14.52,broken clouds
382,Chumikan,RU,54.7183,135.315,31.53,80,100,10.83,overcast clouds
383,Reconquista,AR,-29.15,-59.65,75.11,88,69,12.19,broken clouds
384,Agapovka,RU,53.2973,59.1348,36.61,54,99,5.84,overcast clouds
385,Waseca,US,44.0777,-93.5074,44.98,75,52,17.78,broken clouds
386,Trelew,AR,-43.249,-65.3051,57.29,28,0,28.54,clear sky
387,Faanui,PF,-16.4833,-151.75,81.34,72,29,7.2,light rain
388,Fengxian,CN,34.7039,116.5872,65.23,94,100,8.23,moderate rain
389,Flinders,AU,-34.5833,150.8552,65.17,90,100,11.01,overcast clouds
390,Adelaide,AU,-34.9333,138.6,74.21,44,0,10.36,clear sky
391,Florissant,US,38.7892,-90.3226,64.9,92,100,14.0,mist
392,Korla,CN,41.7597,86.1469,66.78,27,96,9.84,overcast clouds
393,Ugoofaaru,MV,5.6667,73.0,84.27,70,100,4.63,overcast clouds
394,San Pedro,PH,14.35,121.0167,83.35,74,74,10.38,broken clouds
395,Darnah,LY,32.767,22.6367,59.77,82,100,9.04,overcast clouds
396,Chicama,PE,-7.8447,-79.1469,59.54,80,88,6.2,overcast clouds
397,Krasnyy Chikoy,RU,50.3643,108.7512,28.72,82,100,7.54,snow
398,Palmer,US,42.1584,-72.3287,51.44,56,40,8.05,scattered clouds
399,Oxford,GB,51.7522,-1.256,45.75,87,52,1.99,broken clouds
400,Haines Junction,CA,60.7522,-137.5108,43.09,70,87,2.51,overcast clouds
401,Mogadishu,SO,2.0371,45.3438,82.53,74,69,9.22,broken clouds
402,Makakilo City,US,21.3469,-158.0858,82.72,51,40,20.71,scattered clouds
403,Dubbo,AU,-32.25,148.6167,66.33,59,100,14.97,overcast clouds
404,Christchurch,NZ,-43.5333,172.6333,69.42,59,0,4.61,clear sky
405,Whittlesea,ZA,-32.1759,26.8244,49.12,90,97,3.94,light rain
406,Pyapon,MM,16.2833,95.6833,85.57,70,10,6.82,clear sky
407,Ilulissat,GL,69.2167,-51.1,26.62,93,100,4.61,light snow
408,Ahipara,NZ,-35.1667,173.1667,65.08,73,98,12.21,overcast clouds
409,Alexandria,EG,31.2156,29.9553,63.95,80,0,6.02,clear sky
410,Rawson,AR,-43.3002,-65.1023,57.36,34,1,27.34,clear sky
411,Lalpur,IN,22.2,69.9667,76.96,70,0,7.96,clear sky
412,Jumla,NP,29.2747,82.1838,52.65,34,0,3.94,clear sky
413,Ulladulla,AU,-35.35,150.4667,67.77,70,100,5.46,light rain
414,Charlestown,AU,-32.95,151.6667,68.74,82,100,1.99,overcast clouds
415,Albert,FR,50.0009,2.651,47.79,91,0,10.36,clear sky
416,Chambishi,ZM,-12.6325,28.0537,59.45,96,22,2.77,few clouds
417,Nanortalik,GL,60.1432,-45.2371,37.35,90,100,3.42,overcast clouds
418,Komsomolskiy,UZ,40.4272,71.7189,57.92,88,100,4.61,mist
419,Aswan,EG,24.0934,32.907,76.95,15,23,10.65,few clouds
420,Lagoa Nova,BR,-6.1,-36.4833,67.96,86,24,8.34,few clouds
421,Wum,CM,6.3833,10.0667,67.03,90,100,3.87,overcast clouds
422,Alofi,NU,-19.0595,-169.9187,78.94,79,99,11.61,light rain
423,Ambilobe,MG,-13.2,49.05,71.76,84,3,4.61,clear sky
424,Divnomorskoye,RU,44.5011,38.1353,53.51,69,14,4.9,few clouds
425,Auki,SB,-8.7676,160.7034,87.48,60,72,2.1,broken clouds
426,Ratnagiri,IN,16.9833,73.3,81.46,70,6,6.8,clear sky
427,Piripiri,BR,-4.2733,-41.7769,72.61,96,98,3.6,overcast clouds
428,New Ulm,US,44.3125,-94.4605,44.98,66,100,21.85,overcast clouds
429,Pringsewu,ID,-5.3582,104.9744,78.69,89,100,4.18,overcast clouds
430,Qasigiannguit,GL,68.8193,-51.1922,26.85,96,97,0.81,overcast clouds
431,Getulio Vargas,UY,-32.6796,-53.5494,60.98,60,0,9.48,clear sky
432,Whitehorse,CA,60.7161,-135.0538,48.02,65,75,5.75,light intensity shower rain
433,Colwyn Bay,GB,53.2948,-3.7267,46.2,89,6,6.64,clear sky
434,Plouzane,FR,48.3833,-4.6167,51.85,97,100,4.61,mist
435,Portland,US,45.5234,-122.6762,70.29,40,75,11.01,broken clouds
436,Noumea,NC,-22.2763,166.4572,78.01,99,100,17.96,overcast clouds
437,Romitan,UZ,39.9343,64.3814,55.35,71,0,6.91,clear sky
438,Namatanai,PG,-3.6667,152.4333,85.41,65,79,3.29,broken clouds
439,Chester,US,40.1254,-75.8749,59.56,61,0,5.75,clear sky
440,Ipixuna,BR,-1.7625,-48.8043,74.1,96,100,1.61,overcast clouds
441,Faya,SA,18.3851,42.4509,59.52,51,6,1.1,clear sky
442,Kralendijk,BQ,12.15,-68.2667,80.58,74,40,13.8,scattered clouds
443,Okha,RU,53.5739,142.9478,31.68,73,100,9.01,overcast clouds
444,Hegra,NO,63.4644,11.114,42.71,87,75,18.41,broken clouds
445,Llata,PE,-9.4167,-76.7833,51.12,95,100,3.29,overcast clouds
446,Kungurtug,RU,50.5994,97.5228,18.93,53,55,7.43,broken clouds
447,Atar,MR,20.5169,-13.0499,76.32,32,0,7.61,clear sky
448,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.61,82,100,11.92,overcast clouds
449,Sayyan,YE,15.1718,44.3244,59.23,44,9,1.1,clear sky
450,Itarema,BR,-2.9248,-39.9167,76.69,88,100,6.51,overcast clouds
451,Muscat,OM,23.6139,58.5922,91.42,46,0,3.0,clear sky
452,Mtwara,TZ,-10.2667,40.1833,76.08,91,99,4.72,light rain
453,California City,US,35.1258,-117.9859,75.97,8,0,3.0,clear sky
454,Bundaberg,AU,-24.85,152.35,80.22,64,75,18.41,broken clouds
455,Dir,PK,35.2058,71.8756,58.1,62,17,7.29,few clouds
456,Caravelas,BR,-17.7125,-39.2481,76.23,93,0,4.85,clear sky
457,Namibe,AO,-15.1961,12.1522,69.93,82,1,6.08,clear sky
458,Nijar,ES,36.9665,-2.206,55.04,88,100,3.44,overcast clouds
459,Port Lincoln,AU,-34.7333,135.8667,67.12,70,67,15.21,broken clouds
460,Srivardhan,IN,18.0333,73.0167,81.14,68,5,6.11,clear sky
461,Suicheng,CN,33.8963,117.9331,63.93,95,100,11.48,overcast clouds
462,Shahr-E Babak,IR,30.1165,55.1186,60.21,25,63,3.53,broken clouds
463,Codrington,AU,-38.2667,141.9667,64.56,50,90,5.68,overcast clouds
464,Nouakchott,MR,18.0858,-15.9785,73.33,64,0,14.34,clear sky
465,Kampong Chhnang,KH,12.1667,104.55,86.0,67,71,10.83,broken clouds
466,San Rafael,AR,-34.6177,-68.3301,72.21,12,87,17.83,overcast clouds
467,Llanes,ES,43.4198,-4.7549,54.73,84,93,1.48,overcast clouds
468,Bourbonnais,US,41.1417,-87.875,66.02,92,100,13.8,overcast clouds
469,Santa Lucia,ES,27.9117,-15.5407,53.76,72,20,4.61,few clouds
470,Mao,ES,39.8885,4.2658,54.16,87,0,5.75,clear sky
471,Varkaus,FI,62.3153,27.873,29.3,95,13,4.18,few clouds
472,Canmore,CA,51.0834,-115.3521,55.81,100,24,4.83,few clouds
473,Tongzi,CN,28.7829,105.0877,66.29,83,100,2.46,overcast clouds
474,Kaura Namoda,NG,12.5898,6.5779,85.1,45,100,9.4,overcast clouds
475,Gornorechenskiy,RU,44.2624,135.1133,61.88,26,29,4.79,scattered clouds
476,Durango,MX,24.8333,-104.8333,76.33,12,0,22.32,clear sky
477,Kavieng,PG,-2.5744,150.7967,84.83,69,100,7.52,light rain
478,Portobelo,PA,9.55,-79.65,80.74,83,100,5.3,overcast clouds
479,Seoul,KR,37.5683,126.9778,65.77,82,75,4.61,mist
480,Ostersund,SE,63.1792,14.6357,36.05,69,100,6.91,overcast clouds
481,Anadyr,RU,64.75,177.4833,30.7,64,0,8.95,clear sky
482,Inuvik,CA,68.3499,-133.7218,34.05,97,100,2.57,overcast clouds
483,Inverness,GB,57.4791,-4.224,45.84,83,100,3.44,overcast clouds
484,Gulfport,US,30.3674,-89.0928,75.25,85,20,12.66,few clouds
485,Dicabisagan,PH,17.0818,122.4157,84.74,69,84,4.38,broken clouds
486,Kigali,RW,-1.95,30.0588,65.68,94,75,3.44,broken clouds
487,Ambon,ID,-3.6954,128.1814,93.34,59,40,4.61,scattered clouds
488,Mayumba,GA,-3.432,10.6554,77.43,91,100,2.73,overcast clouds
489,Port Hardy,CA,50.6996,-127.4199,45.72,92,100,11.65,light rain
490,Tazovskiy,RU,67.4667,78.7,-4.65,99,62,4.79,broken clouds
491,Angoche,MZ,-16.2325,39.9086,74.23,94,100,7.4,overcast clouds
492,Pathein,MM,16.7833,94.7333,86.09,63,95,8.01,overcast clouds
493,Shirokiy,RU,49.758,129.523,45.64,54,14,5.86,few clouds
494,Dzhebariki-Khaya,RU,62.2167,135.8,32.43,77,83,0.49,broken clouds
495,Moerai,PF,-22.4333,-151.3333,78.46,76,9,18.79,clear sky
496,Kyren,RU,51.6828,102.1408,25.7,53,100,0.31,overcast clouds
497,Arlit,NE,18.7369,7.3853,83.25,11,0,5.88,clear sky
498,Rosario,AR,-32.9468,-60.6393,72.95,74,0,5.75,clear sky
499,Kutum,SD,14.2,24.6667,74.93,11,71,4.56,broken clouds
500,Rafsanjan,IR,30.4067,55.9939,69.58,22,100,6.49,overcast clouds
501,Hualmay,PE,-11.0964,-77.6139,67.41,86,51,9.69,broken clouds
502,Sovetskiy,RU,61.3614,63.5842,29.97,96,71,2.8,broken clouds
503,Lorengau,PG,-2.0226,147.2712,85.12,66,69,8.93,broken clouds
504,Boguchany,RU,58.3814,97.4531,30.47,87,96,6.8,overcast clouds
505,Mitsamiouli,KM,-11.3847,43.2844,80.44,82,99,10.65,light rain
506,Karratha,AU,-20.7377,116.8463,82.78,40,100,3.15,overcast clouds
507,Goderich,CA,43.7501,-81.7165,52.27,96,100,18.25,overcast clouds
508,Prince Rupert,CA,54.3161,-130.3201,46.94,81,100,4.94,light rain
509,Mnogovershinnyy,RU,53.9353,139.9242,25.74,93,100,4.27,light snow
510,Puerto Narino,CO,-3.7703,-70.3831,76.05,91,55,0.6,moderate rain
511,Asahikawa,JP,43.7678,142.3703,56.86,33,13,7.47,few clouds
512,San Juan Bautista,PE,-14.0108,-75.7358,70.16,69,100,5.91,overcast clouds
513,San Pedro De Macoris,DO,18.4616,-69.2972,74.01,79,18,11.61,few clouds
514,Aktash,RU,50.3,87.7333,15.33,57,14,4.03,few clouds
515,Bansdih,IN,25.8833,84.2167,85.26,13,0,5.53,clear sky
516,Quelimane,MZ,-17.8786,36.8883,71.65,98,95,6.22,overcast clouds
517,Beaumont,US,30.0861,-94.1019,77.11,83,100,13.8,overcast clouds
518,Shangrao,CN,28.4532,117.9686,78.89,78,100,3.76,overcast clouds
519,Lethem,GY,3.3803,-59.7968,80.08,74,100,7.85,overcast clouds
520,Iqaluit,CA,63.7506,-68.5145,20.7,85,100,13.0,overcast clouds
521,Szombathely,HU,47.2309,16.6216,46.74,81,44,3.74,scattered clouds
522,Mawlaik,MM,23.6333,94.4167,84.88,43,0,0.22,clear sky
523,Takoradi,GH,4.8845,-1.7554,76.33,85,100,7.02,overcast clouds
524,Byron Bay,AU,-28.65,153.6167,71.94,62,100,12.66,overcast clouds
525,Bafq,IR,31.6128,55.4107,73.27,18,36,6.51,scattered clouds
526,Deputatskiy,RU,69.3,139.9,11.12,89,100,3.85,overcast clouds
527,Dalbeattie,GB,54.9328,-3.8227,43.84,83,97,6.26,overcast clouds
528,Khartoum,SD,15.5518,32.5324,83.01,19,19,8.77,few clouds
529,Dingle,PH,10.9995,122.6711,84.61,74,94,11.01,overcast clouds
530,Koungou,YT,-12.7336,45.2042,78.51,89,20,4.61,light rain
531,Rondonopolis,BR,-16.4708,-54.6356,76.5,75,9,4.0,clear sky
532,Tezu,IN,27.9167,96.1667,70.32,71,100,2.46,overcast clouds
533,Alvdal,NO,62.1077,10.6307,32.97,85,100,4.83,overcast clouds
534,Poum,NC,-20.2333,164.0167,77.58,70,94,15.03,overcast clouds
535,Onega,RU,63.9061,38.1404,24.67,89,19,2.62,few clouds
536,Tupik,RU,54.4253,119.9327,35.49,51,99,5.66,overcast clouds
537,Mafeteng,LS,-29.823,27.2374,48.11,90,12,2.68,few clouds
538,Ransang,PH,8.9603,117.5828,84.88,68,14,2.64,few clouds
539,Boromo,BF,11.75,-2.9333,88.43,13,87,4.81,overcast clouds
540,Honningsvag,NO,70.9821,25.9704,33.55,69,100,8.05,overcast clouds
541,Kulhudhuffushi,MV,6.6221,73.07,84.13,72,21,6.17,few clouds
542,Hasaki,JP,35.7333,140.8333,73.29,73,63,3.65,broken clouds
543,Killybegs,IE,54.6333,-8.45,48.13,74,75,5.37,broken clouds
544,Cabo San Lucas,MX,22.8909,-109.9124,78.62,63,0,11.5,clear sky
545,Meulaboh,ID,4.1363,96.1285,79.43,86,99,3.85,overcast clouds
546,Brusque,BR,-27.0981,-48.9175,73.17,94,98,0.38,overcast clouds
547,Olgina,EE,59.3953,28.1253,41.43,97,100,7.78,overcast clouds
548,Eenhana,NA,-17.4667,16.3333,62.53,48,6,4.03,clear sky
549,Jalu,LY,29.0331,21.5482,69.42,42,4,9.13,clear sky
550,Mattru,SL,7.6244,-11.8332,74.73,87,100,2.39,overcast clouds
551,Sioux Lookout,CA,50.1001,-91.917,33.87,100,100,8.05,overcast clouds
552,Kabarnet,KE,0.4919,35.743,58.86,88,100,2.64,light rain
553,Coquimbo,CL,-29.9533,-71.3436,56.93,94,100,1.14,overcast clouds
554,Saint Anthony,US,45.0205,-93.218,44.2,69,100,21.85,overcast clouds
555,Solnechnyy,RU,50.7214,136.6319,32.34,90,100,2.95,overcast clouds
556,Kuloy,RU,61.0305,42.4925,26.49,96,22,3.49,few clouds
557,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.06,97,100,2.1,overcast clouds
558,Yabrud,SY,33.9674,36.6574,57.29,50,36,5.68,scattered clouds
559,Constitucion,CL,-35.3333,-72.4167,54.27,92,87,3.0,overcast clouds
560,Nizwa,OM,22.9333,57.5333,76.23,43,0,2.1,clear sky
561,Olyka,UA,50.7186,25.8125,48.92,95,100,7.58,overcast clouds
562,Bilibino,RU,68.0546,166.4372,21.24,76,100,4.07,overcast clouds
563,Aguada De Pasajeros,CU,22.385,-80.8508,75.33,75,35,11.03,moderate rain
564,Cururupu,BR,-1.8283,-44.8683,73.26,93,3,2.66,clear sky
565,Kalmunai,LK,7.4167,81.8167,79.9,84,73,4.09,broken clouds
566,Hailey,US,43.5196,-114.3153,52.99,42,0,10.0,clear sky
567,Guerrero Negro,MX,27.9769,-114.0611,69.06,49,0,18.03,clear sky
568,Dongsheng,CN,39.8161,109.9776,64.24,16,0,16.15,clear sky
569,Katobu,ID,-4.9408,122.5276,84.22,70,99,6.15,overcast clouds
570,Awjilah,LY,29.1081,21.2869,68.43,46,5,9.4,clear sky
571,Trairi,BR,-3.2778,-39.2689,75.97,91,100,6.26,overcast clouds
572,Bagan,RU,54.1001,77.6646,34.36,50,8,2.33,clear sky
573,Valentin Gomez Farias,MX,28.2167,-106.5833,77.67,11,0,19.48,clear sky
574,Shitanjing,CN,39.2342,106.3439,69.75,14,53,10.89,broken clouds
575,College,US,64.8569,-147.8028,52.12,33,75,6.91,broken clouds
576,Pomezia,IT,41.667,12.5052,58.55,83,40,5.75,scattered clouds
577,Asau,RO,46.4333,26.4,52.72,97,100,4.45,light rain
578,Wamba,NG,8.9333,8.6,75.27,76,100,3.09,overcast clouds
579,Moussoro,TD,13.6408,16.4901,88.86,19,100,3.36,overcast clouds
580,Vanavara,RU,60.34,102.2797,30.07,75,100,5.28,overcast clouds
581,Yar-Sale,RU,66.8333,70.8333,1.53,97,54,4.21,broken clouds
582,Akersberga,SE,59.4794,18.2997,37.06,86,0,8.28,clear sky
583,Barbacena,BR,-21.2258,-43.7736,60.91,97,95,7.56,overcast clouds
584,Tamale,GH,9.4008,-0.8393,83.14,62,100,10.47,overcast clouds
585,Sigli,ID,5.3848,95.9609,82.26,75,97,1.72,overcast clouds
586,Berekum,GH,7.4534,-2.584,71.73,89,100,3.56,overcast clouds
587,Marsh Harbour,BS,26.5412,-77.0636,74.3,71,4,19.15,clear sky
588,Praya,CV,14.9215,-23.5087,75.74,46,0,14.97,clear sky
589,Ballina,AU,-28.8667,153.5667,73.58,72,99,12.48,overcast clouds
590,Kontagora,NG,10.3999,5.4695,80.17,69,64,7.56,broken clouds
591,Karpathos,GR,35.507,27.2132,58.96,94,6,12.66,clear sky
592,Gimli,CA,50.6336,-96.9907,25.48,93,100,26.73,light snow
593,Majene,ID,-3.5403,118.9707,80.22,84,100,5.79,overcast clouds
594,Ouadda,CF,8.0777,22.4007,70.61,89,95,3.87,overcast clouds
595,El Carmen,CO,8.5106,-73.4478,67.98,96,47,3.8,scattered clouds
596,Baoqing,CN,46.3317,132.2111,57.61,29,100,9.6,overcast clouds
597,Nelson,NZ,-41.2833,173.2833,64.29,73,53,5.99,broken clouds
598,Severo-Yeniseyskiy,RU,60.3725,93.0408,23.72,88,100,8.14,overcast clouds
599,Dossor,KZ,47.5272,52.9811,52.97,52,100,11.21,overcast clouds
600,Tandil,AR,-37.3217,-59.1332,64.69,48,88,14.45,overcast clouds
601,Uchana,IN,29.4667,76.1667,80.71,20,0,6.15,clear sky
602,Russell,US,32.3502,-85.1999,73.0,88,0,0.0,clear sky
603,Koshurnikovo,RU,54.1667,93.3,25.16,76,71,2.82,broken clouds
604,Tiznit,MA,29.5833,-9.5,53.11,90,95,4.88,overcast clouds
605,Morehead,US,37.2711,-87.1764,73.15,60,40,5.75,scattered clouds
606,Kabelvag,NO,68.2114,14.4817,41.52,88,100,6.33,overcast clouds
607,Nago,JP,26.5881,127.9761,81.45,79,10,6.58,clear sky
608,Chatra,IN,24.2167,84.8667,82.36,15,4,4.18,clear sky
609,Tripoli,LY,32.8752,13.1875,65.98,54,100,11.95,overcast clouds
610,Mahenge,TZ,-8.6833,36.7167,62.87,97,99,1.03,light rain
611,Ilhabela,BR,-23.7781,-45.3581,73.15,86,82,9.6,broken clouds
612,Hervey Bay,AU,-25.2986,152.8535,75.29,62,100,22.88,overcast clouds
613,Phalaborwa,ZA,-23.943,31.1411,69.73,61,7,1.83,clear sky
614,Fougamou,GA,-1.2154,10.5838,73.51,99,100,0.65,overcast clouds
615,The Valley,AI,18.217,-63.0578,77.83,73,19,17.94,few clouds
616,Baruun-Urt,MN,46.6806,113.2792,46.04,38,100,6.73,moderate rain
617,Am Timan,TD,11.0297,20.2827,85.84,39,96,5.97,overcast clouds
618,Dovolnoye,RU,54.4958,79.6671,33.71,55,13,5.19,few clouds
619,Necochea,AR,-38.5473,-58.7368,68.11,44,100,18.59,overcast clouds
620,Shetpe,KZ,44.1667,52.1167,59.16,37,100,8.05,overcast clouds
621,San Juan,AR,-31.5375,-68.5364,78.12,12,0,16.15,clear sky
622,Yurga,RU,55.7231,84.8861,33.66,72,100,7.09,overcast clouds
623,Yanam,IN,16.7333,82.2167,81.1,85,0,4.45,clear sky
624,Northam,GB,51.0333,-4.2167,49.6,70,14,12.17,few clouds
625,Morondava,MG,-20.2833,44.2833,75.63,87,100,10.29,overcast clouds
626,Bam,IR,29.106,58.357,76.78,22,9,7.07,clear sky
627,Kununurra,AU,-15.7667,128.7333,85.98,42,70,6.91,broken clouds
628,Wanning,CN,18.8003,110.3967,83.53,79,6,14.18,clear sky
629,Lipovtsy,RU,44.2014,131.7244,61.41,28,0,11.41,clear sky
630,Mineiros,BR,-17.5694,-52.5511,73.72,66,72,3.24,broken clouds
631,Aykhal,RU,66.0,111.5,17.92,81,23,3.51,few clouds
632,Bonnyville,CA,54.2668,-110.735,46.17,64,100,10.45,overcast clouds
633,Lazarev,RU,52.225,141.5131,29.26,90,100,12.12,overcast clouds
634,Cilegon,ID,-6.0174,106.0538,82.47,76,95,5.7,overcast clouds
635,Pontalina,BR,-17.525,-49.4472,70.75,62,0,4.07,clear sky
636,Leh,IN,34.1667,77.5833,36.54,45,11,1.77,few clouds
637,Vanimo,PG,-2.6741,141.3028,84.49,71,100,4.45,overcast clouds
638,Taoudenni,ML,22.6783,-3.9836,77.32,26,0,12.03,clear sky
639,Ulaanbaatar,MN,47.9077,106.8832,26.73,59,75,20.13,broken clouds
640,Launceston,AU,-41.45,147.1667,59.81,87,100,0.0,overcast clouds
641,Maldonado,UY,-34.6667,-54.9167,72.23,34,0,15.73,clear sky
642,Vysokogornyy,RU,50.1167,139.15,30.47,85,100,9.69,overcast clouds
643,Srednekolymsk,RU,67.45,153.6833,21.18,85,100,16.91,overcast clouds
644,Acapulco,MX,16.8634,-99.8901,80.42,78,20,6.91,few clouds
645,Mocajuba,BR,-2.5842,-49.5072,73.92,95,100,1.61,heavy intensity rain
646,Bereda,ES,43.2686,-7.5406,47.57,100,99,1.19,overcast clouds
647,Khanpur,PK,28.6453,70.6567,84.61,20,97,8.43,overcast clouds
648,Impfondo,CG,1.6381,18.0667,71.4,91,98,1.3,light rain
649,Domoni,KM,-12.2569,44.5319,79.07,88,100,5.12,light rain
650,Adrar,MR,20.5022,-10.0711,72.01,35,0,10.04,clear sky
651,Ekibastuz,KZ,51.6667,75.3667,32.83,46,35,8.59,scattered clouds
652,Heihe,CN,50.2441,127.4902,50.4,39,69,6.04,broken clouds
653,Malmesbury,ZA,-33.4608,18.7271,52.77,89,0,4.74,clear sky
654,Kirakira,SB,-10.4544,161.9205,84.85,71,100,5.61,overcast clouds
655,Sal Rei,CV,16.1833,-22.9167,71.47,83,3,12.93,clear sky
656,Keetmanshoop,NA,-26.5833,18.1333,48.06,32,0,4.05,clear sky
657,Mutoko,ZW,-17.397,32.2268,63.1,86,94,0.87,light rain
658,Massaguet,TD,12.4755,15.4365,91.08,25,100,4.18,overcast clouds
659,Bilma,NE,18.6853,12.9164,88.52,9,0,6.93,clear sky
660,Karaton,ID,-6.3424,106.1045,81.09,78,56,5.21,broken clouds
661,Helena,US,46.5927,-112.0361,55.81,28,20,5.01,few clouds
662,Hochheim,DE,50.3667,10.45,45.45,90,100,4.5,overcast clouds
663,Imphal,IN,24.8167,93.95,73.02,65,0,0.89,clear sky
664,Zabaykalsk,RU,49.6333,117.3167,38.86,25,100,13.42,light rain
665,Nemuro,JP,43.3236,145.575,44.47,63,100,15.23,overcast clouds
666,Nageshwari,BD,25.9377,89.7148,77.4,80,3,11.16,clear sky
667,Inverell,AU,-29.7833,151.1167,71.67,49,80,8.01,broken clouds
668,Mulki,IN,13.1,74.8,81.68,89,75,0.0,broken clouds
669,Vung Tau,VN,10.346,107.0843,83.62,77,69,12.24,broken clouds
670,Farafangana,MG,-22.8167,47.8333,72.54,89,100,6.17,light rain
